,invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,payment_method,rating,dtme,time_of_day,day_name,customer_id
864,124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3,Cash,6.6,2019-01-08,afternoon,Tuesday,1
865,176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81,3,Ewallet,7.3,2019-01-26,afternoon,Saturday,30
866,361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8,Credit card,6.5,2019-03-15,afternoon,Friday,17
867,101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,62.82,2,Ewallet,4.9,2019-01-17,afternoon,Thursday,27
868,631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,24.31,3,Credit card,4.3,2019-01-08,evening,Tuesday,29
869,852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59,4,Ewallet,9.3,2019-01-06,afternoon,Sunday,12
870,873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7,Credit card,7.1,2019-02-16,morning,Saturday,5
871,584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,Ewallet,9.6,2019-03-13,afternoon,Wednesday,36
872,544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43,10,Cash,6.2,2019-01-28,morning,Monday,13
873,166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,6,Cash,9.9,2019-01-18,evening,Friday,4
874,737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29,4,Credit card,5.9,2019-03-19,morning,Tuesday,5
875,154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,Ewallet,6.3,2019-03-15,afternoon,Friday,36
876,885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,Cash,4.0,2019-02-12,evening,Tuesday,28
877,608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,1,Cash,6.1,2019-02-25,evening,Monday,16
878,448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,Credit card,4.5,2019-03-21,evening,Thursday,8
879,761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.1,8,Ewallet,8.6,2019-01-19,morning,Saturday,15
880,490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,Ewallet,6.0,2019-01-08,afternoon,Tuesday,15
881,115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,10.18,8,Credit card,9.5,2019-03-30,afternoon,Saturday,26
882,311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,Credit card,9.9,2019-02-20,afternoon,Wednesday,17
883,291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6,Ewallet,7.5,2019-03-30,afternoon,Saturday,3
884,548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34,2,Cash,7.6,2019-03-19,afternoon,Tuesday,1
885,460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,Cash,5.0,2019-01-13,morning,Sunday,10
886,325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,Ewallet,6.7,2019-02-05,evening,Tuesday,6
887,884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47,10,Ewallet,9.5,2019-03-23,afternoon,Saturday,3
888,137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,Ewallet,6.8,2019-03-13,afternoon,Wednesday,33
889,880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,Ewallet,5.6,2019-03-17,evening,Sunday,6
890,389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,Cash,7.2,2019-02-21,morning,Thursday,31
891,114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,Cash,8.1,2019-02-07,afternoon,Thursday,19
892,607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,Credit card,8.6,2019-03-02,evening,Saturday,26
893,715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,Cash,9.4,2019-03-06,evening,Wednesday,22
894,811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,6,Credit card,8.9,2019-02-06,afternoon,Wednesday,17
895,699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16,8,Credit card,4.2,2019-01-28,evening,Monday,23
896,781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,Ewallet,5.0,2019-01-18,evening,Friday,36
897,409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27,6,Cash,8.8,2019-02-05,morning,Tuesday,25
898,725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6,7,Cash,5.3,2019-03-02,afternoon,Saturday,28
899,146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,Ewallet,4.6,2019-02-09,evening,Saturday,6
900,377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,Credit card,7.5,2019-01-14,afternoon,Monday,26
901,509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,Ewallet,5.1,2019-02-09,afternoon,Saturday,24
902,595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,Credit card,4.2,2019-03-26,evening,Tuesday,2
903,865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,Cash,8.1,2019-01-28,evening,Monday,10
904,545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,Ewallet,6.0,2019-02-14,afternoon,Thursday,33
905,118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,Cash,7.9,2019-03-24,evening,Sunday,25
906,450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,Credit card,8.8,2019-02-09,evening,Saturday,35
907,851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88,5,Credit card,6.6,2019-03-24,afternoon,Sunday,20
908,186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54,2,Ewallet,6.2,2019-03-27,evening,Wednesday,3
909,624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,Credit card,4.2,2019-01-27,morning,Sunday,20
910,313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,Credit card,7.3,2019-03-27,evening,Wednesday,14
911,151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,Ewallet,8.6,2019-01-19,morning,Saturday,33
912,453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,Cash,6.8,2019-02-07,morning,Thursday,7
913,522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,Ewallet,7.6,2019-01-31,morning,Thursday,6
914,459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,Cash,5.8,2019-02-25,evening,Monday,1
915,717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,Cash,4.1,2019-02-02,afternoon,Saturday,31
916,722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85,1,Credit card,9.3,2019-03-14,afternoon,Thursday,29
917,749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,Cash,6.8,2019-03-11,afternoon,Monday,7
918,777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,Ewallet,8.7,2019-02-22,morning,Friday,24
919,636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26,3,Ewallet,6.3,2019-03-02,afternoon,Saturday,15
920,246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,Credit card,5.1,2019-03-10,afternoon,Sunday,26
921,181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,Cash,7.0,2019-02-08,morning,Friday,19
922,838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,Credit card,5.2,2019-02-22,afternoon,Friday,26
923,887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,83.14,7,Credit card,6.6,2019-01-10,morning,Thursday,32
924,457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22,6,Ewallet,6.5,2019-03-14,afternoon,Thursday,27
925,226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,Ewallet,9.0,2019-01-10,morning,Thursday,21
926,321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,Credit card,5.2,2019-02-15,evening,Friday,17
927,397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,Credit card,6.8,2019-01-13,evening,Sunday,2
928,431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,Credit card,7.6,2019-02-15,evening,Friday,20
929,825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2,Ewallet,7.2,2019-03-02,evening,Saturday,24
930,641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,Ewallet,7.1,2019-03-24,afternoon,Sunday,24
931,756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,83.35,2,Credit card,9.5,2019-02-02,afternoon,Saturday,26
932,243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,Ewallet,5.1,2019-02-27,morning,Wednesday,9
933,458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,Ewallet,7.6,2019-01-20,afternoon,Sunday,36
934,501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,Ewallet,9.8,2019-01-03,evening,Thursday,21
935,235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,Ewallet,5.1,2019-01-24,evening,Thursday,30
936,433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,Ewallet,7.5,2019-01-05,evening,Saturday,33
937,361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,Cash,7.4,2019-03-30,morning,Saturday,7
938,131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3,Cash,4.2,2019-02-17,evening,Sunday,1
939,500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,Ewallet,5.9,2019-03-21,evening,Thursday,33
940,720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4,Ewallet,6.9,2019-03-02,evening,Saturday,12
941,702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,99.82,9,Cash,6.6,2019-03-27,morning,Wednesday,28
942,809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,Ewallet,5.7,2019-01-19,evening,Saturday,9
943,449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,Credit card,5.3,2019-02-19,afternoon,Tuesday,11
944,333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,Cash,4.2,2019-03-28,evening,Thursday,4
945,489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,Credit card,7.3,2019-01-05,morning,Saturday,8
946,859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.25,2,Credit card,5.3,2019-03-26,afternoon,Tuesday,29
947,676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,1,Ewallet,4.7,2019-02-03,evening,Sunday,18
948,373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,Ewallet,7.9,2019-02-06,evening,Wednesday,30
949,365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,Ewallet,8.9,2019-02-24,afternoon,Sunday,21
950,503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,Ewallet,9.3,2019-02-21,afternoon,Thursday,18
951,305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,Ewallet,4.7,2019-01-09,evening,Wednesday,15
952,574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,4,Ewallet,8.7,2019-02-25,afternoon,Monday,15
953,784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,21.04,4,Cash,7.6,2019-01-13,afternoon,Sunday,25
954,200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,Cash,5.7,2019-02-09,morning,Saturday,16
955,846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57,7,Cash,6.8,2019-01-06,morning,Sunday,7
956,577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,50.49,9,Cash,5.4,2019-01-10,evening,Thursday,28
957,430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,Cash,7.1,2019-02-07,afternoon,Thursday,22
958,867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,Cash,7.8,2019-01-09,afternoon,Wednesday,31
959,384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,Cash,8.4,2019-02-19,afternoon,Tuesday,1
960,256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,91.98,1,Cash,9.8,2019-03-18,afternoon,Monday,28
961,324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,Cash,9.8,2019-02-05,evening,Tuesday,4
962,593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1,Credit card,7.4,2019-03-19,afternoon,Tuesday,8
963,364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.82,3,Cash,6.7,2019-03-30,evening,Saturday,28
964,794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2,Credit card,6.4,2019-01-26,afternoon,Saturday,23
965,172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,Credit card,5.8,2019-03-02,evening,Saturday,20
966,558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,Ewallet,7.2,2019-03-04,afternoon,Monday,9
967,195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01,3,Credit card,9.3,2019-01-13,afternoon,Sunday,5
968,605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,Cash,9.5,2019-03-25,evening,Monday,7
969,214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49,5,Credit card,9.0,2019-03-11,evening,Monday,14
970,746-04-1077,B,Mandalay,Member,Female,Food and beverages,84.63,10,Credit card,9.0,2019-01-01,morning,Tuesday,14
971,448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,Ewallet,6.7,2019-02-10,afternoon,Sunday,18
972,452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,Cash,5.5,2019-01-26,afternoon,Saturday,22
973,531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,Cash,5.4,2019-02-11,afternoon,Monday,10
974,744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,Cash,8.2,2019-02-07,evening,Thursday,34
975,883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92,2,Credit card,7.0,2019-03-06,morning,Wednesday,17
976,221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66,4,Cash,8.5,2019-03-04,morning,Monday,7
977,518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,6,Ewallet,4.9,2019-02-26,afternoon,Tuesday,18
978,156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,Credit card,5.1,2019-03-10,evening,Sunday,20
979,151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,1,Credit card,6.5,2019-02-04,evening,Monday,20
980,728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.59,4,Cash,9.8,2019-01-19,afternoon,Saturday,28
981,809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4,Cash,8.4,2019-01-23,evening,Wednesday,10
982,139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48,9,Ewallet,7.4,2019-03-14,afternoon,Thursday,3
983,148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,99.96,7,Cash,6.1,2019-01-23,morning,Wednesday,34
984,189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,Cash,6.0,2019-01-09,morning,Wednesday,34
985,374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,Ewallet,8.5,2019-02-07,evening,Thursday,21
986,764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2,Ewallet,4.3,2019-02-18,afternoon,Monday,21
987,552-44-5977,B,Mandalay,Member,Male,Health and beauty,62.0,8,Credit card,6.2,2019-01-03,evening,Thursday,17
988,267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,82.34,10,Ewallet,4.3,2019-03-29,evening,Friday,30
989,430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37,8,Credit card,8.4,2019-01-28,afternoon,Monday,17
990,886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56,5,Credit card,4.5,2019-03-22,evening,Friday,8
991,602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6,10,Ewallet,6.0,2019-01-24,evening,Thursday,21
992,745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03,2,Ewallet,8.8,2019-03-10,evening,Sunday,12
993,690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49,10,Ewallet,6.6,2019-02-22,evening,Friday,24
994,652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,60.95,1,Ewallet,5.9,2019-02-18,morning,Monday,27
995,233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,40.35,1,Ewallet,6.2,2019-01-29,afternoon,Tuesday,36
996,303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,Ewallet,4.4,2019-03-02,evening,Saturday,21
997,727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1,Cash,7.7,2019-02-09,afternoon,Saturday,4
998,347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,Cash,4.1,2019-02-22,afternoon,Friday,10
999,849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7,Cash,6.6,2019-02-18,afternoon,Monday,1
